,Spectral Centroid Overall Standard Deviation,Spectral Rolloff Point Overall Standard Deviation,Spectral Flux Overall Standard Deviation,Compactness Overall Standard Deviation,Spectral Variability Overall Standard Deviation,Root Mean Square Overall Standard Deviation,Fraction Of Low Energy Windows Overall Standard Deviation,Zero Crossings Overall Standard Deviation,Strongest Beat Overall Standard Deviation,Beat Sum Overall Standard Deviation,Strength Of Strongest Beat Overall Standard Deviation,Strongest Frequency Via Zero Crossings Overall Standard Deviation,Strongest Frequency Via Spectral Centroid Overall Standard Deviation,Strongest Frequency Via FFT Maximum Overall Standard Deviation,MFCC Overall Standard Deviation 1,MFCC Overall Standard Deviation 2,MFCC Overall Standard Deviation 3,MFCC Overall Standard Deviation 4,MFCC Overall Standard Deviation 5,MFCC Overall Standard Deviation 6,MFCC Overall Standard Deviation 7,MFCC Overall Standard Deviation 8,MFCC Overall Standard Deviation 9,MFCC Overall Standard Deviation 10,MFCC Overall Standard Deviation 11,MFCC Overall Standard Deviation 12,MFCC Overall Standard Deviation 13,LPC Overall Standard Deviation 1,LPC Overall Standard Deviation 2,LPC Overall Standard Deviation 3,LPC Overall Standard Deviation 4,LPC Overall Standard Deviation 5,LPC Overall Standard Deviation 6,LPC Overall Standard Deviation 7,LPC Overall Standard Deviation 8,LPC Overall Standard Deviation 9,LPC Overall Standard Deviation 10,Method of Moments Overall Standard Deviation 1,Method of Moments Overall Standard Deviation 2,Method of Moments Overall Standard Deviation 3,Method of Moments Overall Standard Deviation 4,Method of Moments Overall Standard Deviation 5,Peak Based Spectral Smoothness Overall Standard Deviation,Relative Difference Function Overall Standard Deviation,Area Method of Moments Overall Standard Deviation 1,Area Method of Moments Overall Standard Deviation 2,Area Method of Moments Overall Standard Deviation 3,Area Method of Moments Overall Standard Deviation 4,Area Method of Moments Overall Standard Deviation 5,Area Method of Moments Overall Standard Deviation 6,Area Method of Moments Overall Standard Deviation 7,Area Method of Moments Overall Standard Deviation 8,Area Method of Moments Overall Standard Deviation 9,Area Method of Moments Overall Standard Deviation 10,Spectral Centroid Overall Average,Spectral Rolloff Point Overall Average,Spectral Flux Overall Average,Compactness Overall Average,Spectral Variability Overall Average,Root Mean Square Overall Average,Fraction Of Low Energy Windows Overall Average,Zero Crossings Overall Average,Strongest Beat Overall Average,Beat Sum Overall Average,Strength Of Strongest Beat Overall Average,Strongest Frequency Via Zero Crossings Overall Average,Strongest Frequency Via Spectral Centroid Overall Average,Strongest Frequency Via FFT Maximum Overall Average,MFCC Overall Average 1,MFCC Overall Average 2,MFCC Overall Average 3,MFCC Overall Average 4,MFCC Overall Average 5,MFCC Overall Average 6,MFCC Overall Average 7,MFCC Overall Average 8,MFCC Overall Average 9,MFCC Overall Average 10,MFCC Overall Average 11,MFCC Overall Average 12,MFCC Overall Average 13,LPC Overall Average 1,LPC Overall Average 2,LPC Overall Average 3,LPC Overall Average 4,LPC Overall Average 5,LPC Overall Average 6,LPC Overall Average 7,LPC Overall Average 8,LPC Overall Average 9,LPC Overall Average 10,Method of Moments Overall Average 1,Method of Moments Overall Average 2,Method of Moments Overall Average 3,Method of Moments Overall Average 4,Method of Moments Overall Average 5,Peak Based Spectral Smoothness Overall Average,Relative Difference Function Overall Average,Area Method of Moments Overall Average 1,Area Method of Moments Overall Average 2,Area Method of Moments Overall Average 3,Area Method of Moments Overall Average 4,Area Method of Moments Overall Average 5,Area Method of Moments Overall Average 6,Area Method of Moments Overall Average 7,Area Method of Moments Overall Average 8,Area Method of Moments Overall Average 9,Area Method of Moments Overall Average 10,Chroma feature 0,Chroma feature 1,Chroma feature 2,Chroma feature 3,Chroma feature 4,Chroma feature 5,Chroma feature 6,Chroma feature 7,Chroma feature 8,Chroma feature 9,Chroma feature 10,Chroma feature 11,label
853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976e-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.6,0.0,,0.0,0.0,15.62,-1150.0,-8.527e-14,2.842e-14,-8.527e-14,5.684e-14,1.35e-13,9.948e-14,-8.527e-14,1.492e-13,-1.563e-13,-2.132e-14,-4.69e-13,8.527e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08740507,0.08674794,0.09612499,0.09398611,0.09575353,0.09365294,0.094143026,0.096525915,0.10015841,0.09293928,0.08849149,0.08982124,solemnity
854,7.023,0.03778,2.055e-07,397.7,1.198e-05,0.000447,0.4422,9.807,74.77,3.02e-06,0.04891,153.2,219.5,171.6,223.9,2.315,2.906,3.109,1.363,1.339,1.127,0.957,0.9173,1.414,1.713,1.128,0.7494,0.2433,0.2055,0.09736,0.06068,0.04764,0.03146,0.03322,0.03751,0.03367,0.0,0.0004601,12.78,755.3,71680.0,13080000.0,11.59,28.36,0.003614,3088000.0,31770000.0,30180000000000.0,310400000000000.0,3193000000000000.0,5.897e+20,2794000000000000.0,2.874e+16,6.419e+23,1.807,0.008524,2.223e-08,105.7,2.032e-06,7.688e-05,0.392,2.566,187.3,6.652e-06,0.3392,40.09,56.46,61.37,-1088.0,0.2776,-0.7047,-0.7865,-0.1292,0.14,0.06259,-0.01685,-0.1828,-0.2726,-0.3668,-0.2099,0.1768,-0.06757,0.05354,0.02439,0.01256,0.008233,0.005036,0.006423,0.008197,0.005623,0.0,8.001e-05,3.206,172.8,17940.0,3275000.0,1.465,-107.0,0.0008156,1097000.0,11290000.0,-10720000000000.0,-110300000000000.0,-1135000000000000.0,2.095e+20,992800000000000.0,1.021e+16,2.281e+23,0.13664763,0.16017357,0.15974183,0.14906347,0.1473049,0.13839753,0.13448715,0.15411524,0.18423805,0.16121218,0.12148188,0.121538475,solemnity
855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976e-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.6,0.0,,0.0,0.0,15.62,-1150.0,-8.527e-14,2.842e-14,-8.527e-14,5.684e-14,1.35e-13,9.948e-14,-8.527e-14,1.492e-13,-1.563e-13,-2.132e-14,-4.69e-13,8.527e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06493638,0.052075684,0.049310464,0.05092433,0.06073063,0.068374336,0.082910046,0.09288123,0.10315911,0.09487772,0.08326503,0.0747408,solemnity
856,6.976,0.03738,2.405e-07,363.3,1.297e-05,0.0004961,0.23,14.92,7.976e-13,8.43e-06,,233.1,218.0,217.0,207.7,1.215,0.7574,0.5703,5.127,1.219,1.01,0.5391,2.343,1.211,0.3274,0.9291,0.996,0.2129,0.1818,0.137,0.04337,0.07635,0.08672,0.07275,0.0564,0.05119,0.0,0.0006426,10.99,488.6,41770.0,7654000.0,6.643,25.27,0.005157,2332000.0,23980000.0,22780000000000.0,234300000000000.0,2411000000000000.0,4.452e+20,2109000000000000.0,2.17e+16,4.846e+23,1.515,0.007374,3.112e-08,86.83,2.303e-06,9.001e-05,0.06517,3.07,220.6,1.63e-06,,47.97,47.34,55.02,-1099.0,-0.1942,-0.1523,-0.1116,-1.192,-0.2188,-0.2129,-0.06115,0.5471,0.2605,0.007124,-0.1916,-0.2343,-0.05219,0.04357,-0.02703,-0.004587,0.016,0.02013,0.01545,0.01275,0.0116,0.0,0.0001213,2.613,101.7,8351.0,1532000.0,1.057,-108.8,0.001196,590900.0,6078000.0,-5774000000000.0,-59390000000000.0,-611000000000000.0,1.128e+20,534600000000000.0,5500000000000000.0,1.228e+23,0.46479574,0.45541218,0.45789203,0.46852168,0.47743475,0.48023275,0.4837514,0.4846784,0.4901569,0.48690748,0.47304103,0.4431594,solemnity
857,17.65,0.09549,5.443e-10,227.5,4.258e-07,1.7e-05,0.4685,21.16,63.1,1.303e-07,,330.7,551.5,448.4,155.3,3.013,0.4969,0.4071,0.7656,0.6056,0.5074,0.3067,0.4515,0.7107,0.469,0.4538,0.2604,0.07977,0.1253,0.07836,0.04132,0.0466,0.035,0.03798,0.03586,0.03194,0.0,3.699e-05,20.29,710.8,27600.0,7107000.0,30.84,21.59,0.0001985,2926000.0,30100000.0,28590000000000.0,294100000000000.0,3026000000000000.0,5.587e+20,2647000000000000.0,2.723e+16,6.082e+23,3.362,0.01752,5.562e-11,39.64,4.745e-08,2.251e-06,0.5481,3.396,107.0,1.496e-07,,53.07,105.0,97.99,-1120.0,-0.5563,0.04601,0.05128,-0.09926,0.06295,-0.03074,-0.02062,0.05169,-0.1057,0.0684,-0.07261,-0.03758,-0.01352,0.02183,0.007969,0.006871,0.007114,0.004482,-0.005956,0.004634,-1.996e-06,0.0,5.163e-06,3.904,133.0,4803.0,1336000.0,4.511,-110.5,5.264e-05,970800.0,9986000.0,-9485000000000.0,-97580000000000.0,-1004000000000000.0,1.854e+20,878300000000000.0,9036000000000000.0,2.018e+23,0.029605698,0.03573344,0.04816019,0.034518603,0.024657013,0.021979462,0.01939759,0.014559155,0.013549422,0.019394018,0.028157238,0.023918945,joyful_activation
858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976e-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.6,0.0,,0.0,0.0,15.62,-1150.0,-8.527e-14,2.842e-14,-8.527e-14,5.684e-14,1.35e-13,9.948e-14,-8.527e-14,1.492e-13,-1.563e-13,-2.132e-14,-4.69e-13,8.527e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035450626,0.036536437,0.039584175,0.038908947,0.040943056,0.041317277,0.045482084,0.046826344,0.047993746,0.043154806,0.04067418,0.03795391,joyful_activation
859,6.31,0.03238,3.489e-06,753.4,8.744e-05,0.003289,0.3552,12.09,9.229,0.07305,,188.9,197.2,180.2,434.6,10.72,3.732,1.879,2.603,1.559,1.659,1.466,2.122,1.947,1.969,2.079,1.609,0.4647,0.3877,0.1851,0.1081,0.08412,0.0763,0.06395,0.0517,0.04142,0.0,0.004653,12.3,800.5,90340.0,16600000.0,15.23,50.99,0.04244,4709000.0,48450000.0,46020000000000.0,473400000000000.0,4870000000000000.0,8.993e+20,4261000000000000.0,4.383e+16,9.79e+23,4.1,0.02009,9.625e-07,527.2,3.851e-05,0.001467,0.4248,7.894,218.8,0.08128,,123.3,128.1,131.0,-840.9,7.103,1.024,-0.1606,-1.431,-0.5677,0.2456,-0.2827,-1.225,-0.9903,-0.81,-0.6851,0.1262,-0.3307,0.2633,0.0861,0.0367,0.03026,0.02328,0.01451,0.01341,0.00547,0.0,0.002013,7.342,354.9,44920.0,8194000.0,7.105,-78.43,0.02052,3567000.0,36690000.0,-34850000000000.0,-358500000000000.0,-3688000000000000.0,6.811e+20,3227000000000000.0,3.32e+16,7.414e+23,0.2859041,0.25701845,0.22961168,0.21188483,0.19654134,0.15800184,0.11058601,0.09729304,0.10123636,0.11535721,0.1451836,0.21363685,joyful_activation
860,11.29,0.06043,1.69e-06,783.2,6.769e-05,0.002516,0.3298,18.69,27.0,0.03944,0.05962,292.0,352.8,311.8,439.5,10.34,9.054,4.955,1.982,2.243,3.013,2.958,3.609,2.878,2.589,2.938,2.406,0.4827,0.3787,0.1959,0.1452,0.1194,0.09597,0.0752,0.06926,0.06905,0.0,0.002396,21.48,1516.0,154400.0,28410000.0,19.41,53.09,0.02123,4800000.0,49380000.0,46910000000000.0,482600000000000.0,4964000000000000.0,9.169e+20,4344000000000000.0,4.468e+16,9.98e+23,8.45,0.03951,5.877e-07,805.8,3.525e-05,0.001341,0.5207,13.67,206.7,0.02428,0.07019,213.6,264.1,242.0,-672.7,7.328,0.7354,-1.322,-0.3916,-0.8476,-2.464,-1.919,-1.282,-1.451,-1.921,-2.066,-0.9416,-0.5237,0.3507,0.1729,0.09505,0.06769,0.04469,0.04001,0.03334,0.02804,0.0,0.00131,16.84,1017.0,117900.0,21790000.0,6.182,-55.52,0.01335,5826000.0,59920000.0,-56930000000000.0,-585600000000000.0,-6024000000000000.0,1.113e+21,5271000000000000.0,5.422e+16,1.211e+24,0.425445,0.35181078,0.3497715,0.3415988,0.24505253,0.17564087,0.14847414,0.17222433,0.22619471,0.26966563,0.30450478,0.37457228,joyful_activation
861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976e-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.6,0.0,,0.0,0.0,15.62,-1150.0,-8.527e-14,2.842e-14,-8.527e-14,5.684e-14,1.35e-13,9.948e-14,-8.527e-14,1.492e-13,-1.563e-13,-2.132e-14,-4.69e-13,8.527e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,power
862,10.4,0.07077,0.000173,576.5,0.0004788,0.01912,0.2921,21.95,7.976e-13,0.6,,343.0,325.0,260.2,369.6,3.7,2.291,1.348,2.046,1.019,1.13,1.271,1.072,0.989,1.577,0.6764,0.7412,0.3449,0.2459,0.171,0.08333,0.1047,0.05221,0.03583,0.06179,0.06282,0.0,0.0476,17.97,851.6,53060.0,11050000.0,26.42,40.59,0.4657,3643000.0,37470000.0,35610000000000.0,366200000000000.0,3767000000000000.0,6.96e+20,3297000000000000.0,3.391e+16,7.575e+23,3.292,0.01923,3.826e-05,247.1,0.0001597,0.006458,0.1445,7.597,220.6,0.2813,,118.7,102.9,83.29,-988.5,0.9345,0.8851,0.4509,-0.7924,0.2426,0.3945,0.4647,-0.3493,-0.1962,-0.4754,-0.1141,0.1918,-0.1489,0.1013,-0.05777,0.01726,0.03747,0.00457,0.003434,0.01956,0.02136,0.0,0.01606,6.866,301.5,19780.0,3826000.0,8.509,-97.21,0.1632,1625000.0,16720000.0,-15890000000000.0,-163400000000000.0,-1681000000000000.0,3.105e+20,1471000000000000.0,1.513e+16,3.379e+23,0.1035796,0.13802846,0.142361,0.096875995,0.064684495,0.05118509,0.04363015,0.042768035,0.05451601,0.05896507,0.06376204,0.08042724,power
863,19.02,0.1438,0.0003717,322.0,0.001042,0.04083,0.08097,37.0,7.976e-13,7.288,0.001021,578.2,594.4,378.8,176.6,6.927,5.617,3.487,4.228,2.673,2.868,1.954,3.357,2.632,3.119,2.421,1.907,0.2168,0.2271,0.3012,0.2099,0.1802,0.1252,0.1241,0.1089,0.1064,0.0,0.0943,21.4,1116.0,82560.0,16150000.0,52.63,16.66,0.896,785100.0,8076000.0,7674000000000.0,78940000000000.0,812000000000000.0,1.5e+20,710600000000000.0,7309000000000000.0,1.633e+23,26.93,0.1549,0.000259,1546.0,0.001187,0.04769,0.491,58.77,220.6,57.8,0.01324,918.3,841.7,597.4,-184.8,-1.437,-3.355,-4.528,-9.466,-3.346,-0.6256,0.5729,-4.104,-3.565,-4.074,-0.8162,0.8302,-0.8747,0.6684,-0.3281,0.1737,0.2083,0.03945,0.07319,0.1708,0.1588,0.0,0.1125,48.16,1911.0,137500.0,25940000.0,63.57,-8.412,1.135,9711000.0,99890000.0,-94920000000000.0,-976400000000000.0,-1.004e+16,1.856e+21,8789000000000000.0,9.041e+16,2.02e+24,0.34453773,0.5965154,0.69068867,0.6155425,0.45441246,0.35608986,0.24530648,0.21104644,0.24250568,0.27203628,0.27354306,0.3056128,power
864,14.67,0.099,0.0004899,345.3,0.001032,0.03999,0.1002,29.68,2.575,25.06,0.005562,463.7,458.4,476.8,168.9,13.97,5.779,4.675,5.701,3.336,4.967,4.987,4.294,3.64,5.746,4.367,4.073,0.185,0.1748,0.2677,0.2488,0.1938,0.1602,0.1567,0.1356,0.1137,0.0,0.09752,15.99,756.6,72590.0,13590000.0,36.64,15.92,0.9541,631.9,6560.0,12360000000.0,127600000000.0,1320000000000.0,3.624e+17,1162000000000.0,12010000000000.0,3.981e+20,30.33,0.1704,0.0002903,1557.0,0.001074,0.04241,0.5624,63.8,220.0,26.71,0.01787,996.9,947.7,771.3,-195.1,-8.705,-7.293,-8.43,-6.899,0.5269,2.699,2.476,-4.94,-2.498,-2.823,-0.3773,-0.1309,-0.869,0.7449,-0.4169,0.2689,0.1849,-0.04346,0.08142,0.2181,0.1822,0.0,0.0952,47.9,1551.0,110500.0,19270000.0,51.29,-8.192,0.9525,9777000.0,100600000.0,-95580000000000.0,-983200000000000.0,-1.011e+16,1.869e+21,8850000000000000.0,9.104e+16,2.034e+24,0.1974647,0.3712968,0.4735285,0.4075615,0.23640479,0.21903354,0.34259814,0.47650817,0.26570466,0.17683147,0.15682209,0.14484233,power
865,1.537,0.005617,5.246e-11,114.3,1.101e-07,6.016e-06,0.3008,1.954,7.976e-13,0.0,,30.53,48.04,37.35,68.13,0.4053,0.4369,0.4726,0.4432,0.3973,0.1577,0.3658,0.1752,0.1025,0.1148,0.2099,0.07274,0.07719,0.05263,0.03011,0.01177,0.006935,0.00366,0.01208,0.006788,0.008014,0.0,8.826e-06,4.413,309.7,30920.0,5445000.0,2.561,9.676,4.214e-05,1555000.0,16000000.0,15210000000000.0,156400000000000.0,1609000000000000.0,2.974e+20,1408000000000000.0,1.448e+16,3.237e+23,0.1224,0.0004469,3.852e-12,8.967,7.294e-09,4.382e-07,0.1041,0.1504,220.6,0.0,,2.35,3.824,18.6,-1145.0,0.03014,-0.03448,-0.03486,-0.03463,-0.0317,-0.007167,0.02857,0.01023,-0.006132,-0.001817,-0.01614,-0.003475,-0.006167,0.004165,0.0024,0.0009265,0.0004454,1.584e-05,0.0009254,0.0005286,0.0006337,0.0,6.363e-07,0.3495,24.44,2463.0,432800.0,0.1723,-114.2,6.487e-06,253400.0,2607000.0,-2478000000000.0,-25490000000000.0,-262200000000000.0,4.846e+19,229400000000000.0,2360000000000000.0,5.274e+22,0.1009382,0.06379733,0.04098853,0.031510048,0.03196005,0.034887373,0.03571685,0.04348378,0.06345574,0.08694627,0.10209398,0.111317225,joyful_activation
866,6.108,0.04011,1.592e-11,88.16,6.062e-08,2.681e-06,0.4705,0.6997,62.97,2.927e-11,,10.93,190.9,49.97,82.25,0.7382,0.3571,0.1797,0.1931,0.223,0.1716,0.121,0.05924,0.15,0.1167,0.1515,0.08706,0.08526,0.005571,0.01251,0.01015,0.01151,0.01079,0.007006,0.004813,0.009603,0.0,4.571e-06,8.023,502.2,38790.0,7643000.0,3.081,12.45,2.097e-05,2127000.0,21880000.0,20800000000000.0,213900000000000.0,2200000000000000.0,4.067e+20,1926000000000000.0,1.981e+16,4.426e+23,0.4112,0.002516,1.096e-12,6.332,3.985e-09,1.868e-07,0.3662,0.05508,148.7,3.302e-11,,0.8607,12.85,19.07,-1142.0,0.03596,0.02612,-0.001989,0.01047,0.01536,0.005981,0.005298,-0.0007319,-0.01407,-0.005535,-0.01315,-0.005632,-0.007848,0.000408,0.0007188,0.0004675,0.0008889,0.0007907,0.0005768,0.0004381,0.0007306,0.0,3.231e-07,0.774,51.81,3559.0,779400.0,0.1955,-113.6,3.294e-06,485700.0,4996000.0,-4749000000000.0,-48850000000000.0,-502500000000000.0,9.288e+19,439800000000000.0,4524000000000000.0,1.011e+23,0.19316353,0.1780771,0.13376205,0.12121185,0.12694587,0.13763438,0.1498162,0.17713925,0.19965912,0.2158351,0.19089583,0.18583563,joyful_activation
867,26.92,0.1331,7.037e-09,242.1,1.635e-06,8.018e-05,0.402,46.49,7.976e-13,0.0,,726.4,841.4,833.9,141.5,2.131,0.5327,0.5893,0.5537,0.265,0.33,0.2769,0.2231,0.2924,0.3031,0.2533,0.188,0.07394,0.1013,0.04314,0.04409,0.02998,0.01664,0.02366,0.02613,0.0153,0.0,0.0003921,25.41,560.5,18590.0,5573000.0,36.19,18.44,0.002987,2212000.0,22760000.0,21630000000000.0,222500000000000.0,2289000000000000.0,4.23e+20,2003000000000000.0,2.06e+16,4.605e+23,4.499,0.02235,8.861e-10,39.22,2.099e-07,1.041e-05,0.2362,6.898,220.6,0.0,,107.8,140.6,152.9,-1126.0,-0.3418,0.07845,-0.08641,0.07843,-0.01931,0.04112,-0.02453,-0.003788,-0.04105,0.002525,-0.03347,-0.001334,0.01151,0.01577,0.004886,0.006176,-0.004373,0.0006603,-0.003233,0.003658,0.0003124,0.0,4.984e-05,4.253,88.59,-2749.0,867600.0,5.537,-111.8,0.0005081,528000.0,5431000.0,-5162000000000.0,-53100000000000.0,-546300000000000.0,1.01e+20,478000000000000.0,4917000000000000.0,1.099e+23,0.058057893,0.05066047,0.054098137,0.052847736,0.057193726,0.06278752,0.07288897,0.09082518,0.09608652,0.08659932,0.085048914,0.07178642,joyful_activation
868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976e-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.6,0.0,,0.0,0.0,15.62,-1150.0,-8.527e-14,2.842e-14,-8.527e-14,5.684e-14,1.35e-13,9.948e-14,-8.527e-14,1.492e-13,-1.563e-13,-2.132e-14,-4.69e-13,8.527e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06672006,0.048916176,0.030639598,0.024440391,0.022625435,0.022750963,0.022785952,0.0232634,0.023827314,0.025543045,0.038250033,0.0650288,joyful_activation
869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976e-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.6,0.0,,0.0,0.0,15.62,-1150.0,-8.527e-14,2.842e-14,-8.527e-14,5.684e-14,1.35e-13,9.948e-14,-8.527e-14,1.492e-13,-1.563e-13,-2.132e-14,-4.69e-13,8.527e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049004674,0.040938687,0.027654907,0.016963368,0.01269369,0.011836972,0.012600416,0.013845373,0.013560732,0.013713504,0.019339921,0.03017036,calmness
870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.976e-13,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.252e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220.6,0.0,,0.0,0.0,15.62,-1150.0,-8.527e-14,2.842e-14,-8.527e-14,5.684e-14,1.35e-13,9.948e-14,-8.527e-14,1.492e-13,-1.563e-13,-2.132e-14,-4.69e-13,8.527e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-115.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0149240475,0.012085335,0.0096169505,0.007961722,0.0076293857,0.0078229215,0.0064501506,0.0053933756,0.004878331,0.005153001,0.006886813,0.010023626,calmness
871,12.8,0.0809,1.573e-08,577.2,3.739e-06,0.0001403,0.4068,14.08,52.55,3.982e-05,,220.1,400.1,228.2,342.8,1.944,2.046,2.813,2.93,3.044,2.253,1.7,1.878,2.615,2.146,1.077,2.119,0.3748,0.2519,0.1271,0.07053,0.06208,0.06249,0.05982,0.0591,0.06368,0.0,0.0001637,26.49,1702.0,141500.0,26780000.0,26.47,43.59,0.00129,4459000.0,45860000.0,43600000000000.0,448500000000000.0,4613000000000000.0,8.526e+20,4037000000000000.0,4.153e+16,9.281e+23,5.614,0.03089,2.628e-09,276.0,9.862e-07,3.816e-05,0.4913,5.992,84.91,3.799e-05,,93.62,175.4,121.4,-974.9,-0.2693,-0.7202,-1.167,-1.353,-1.235,-0.9059,-0.3233,0.5497,0.8918,0.8766,0.1329,-0.9134,-0.1906,0.1061,0.04855,0.01869,0.01158,0.01027,0.01247,0.01526,0.01633,0.0,4.723e-05,12.68,814.7,69700.0,13290000.0,6.116,-91.81,0.0004814,2872000.0,29550000.0,-28090000000000.0,-288900000000000.0,-2972000000000000.0,5.493e+20,2601000000000000.0,2.675e+16,5.979e+23,0.040986266,0.035846632,0.03729251,0.0405331,0.053057455,0.09096999,0.2019877,0.28063312,0.31373477,0.21871476,0.105719976,0.05912902,calmness
