Song,Quadrant,AllMusic Id,AllMusic Extraction Date,Artist,Title,Relevance,Year,LowestYear,Duration,Moods,MoodsAll,MoodsAllWeights,Genres,GenreWeights,Themes,ThemeWeights,Styles,StyleWeights,AppearancesTrackIDs,AppearancesAlbumIDs,Sample,SampleURL,ActualYear,num_Genres,num_MoodsAll
MT0006536592,Q1,MT0006536592,Old,Eddie Money,Think I'm in Love,1.0560267,1983-??-??,1983-??-??,188.0,"Bright,Celebratory,Cheerful,Fun,Joyous,Rollicking,Rousing,Summery,Swaggering","Bright,Celebratory,Cheerful,Fun,Joyous,Rollicking,Rousing,Summery,Swaggering","9,9,9,9,9,9,9,9,9",Pop/Rock,9,"Cool & Cocky,Day Driving,Guys Night Out,Hanging Out,In Love,Partying,Road Trip,Summer,TGIF","9,9,9,9,9,9,9,9,9","Album Rock,Arena Rock,Contemporary Pop/Rock,Hard Rock","9,9,9,9","MT0000002005,MT0000499054,MT0001691485,MT0001953176,MT0002249374,MT0002259765,MT0002289289,MT0003255088,MT0003854072,MT0004056324,MT0004207222,MT0004453693,MT0004744328,MT0006395036,MT0006536592,MT0006599406,MT0006809336,MT0007597345,MT0009235532,MT0012297408,MT0012818735,MT0013780063,MT0014034821,MT0014845747,MT0014959829,MT0015189170,MT0018888367,MT0026509384,MT0026792987,MT0028530968,MT0032068258,MT0033168164,MT0035604262,MT0044413199,MT0047492282,MT0052126687","MW0000002838,MW0000002838,MW0000003861,MW0000003861,MW0000011041,MW0000011041,MW0000023980,MW0000026248,MW0000026248,MW0000026725,MW0000041814,MW0000041814,MW0000191044,MW0000258486,MW0000267847,MW0000326534,MW0000566225,MW0000590172,MW0000593996,MW0000593996,MW0000654400,MW0000654400,MW0000657809,MW0000729108,MW0000740717,MW0000740717,MW0000747958,MW0000762780,MW0000789951,MW0000974986,MW0001382823,MW0001658182,MW0001784738,MW0002385187,MW0002542793,MW0002852672",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=KT2cPWAs4oICOrRvQEJEUc2KXJKuJLE7UG4BJXcyKZ4=&f=J,1983,,
MT0006540794,Q1,MT0006540794,Old,Hank Ballard,Look at Little Sister,1.0332488,,,,"Exciting,Joyous,Raucous,Rowdy,Sexy","Bravado,Celebratory,Cheerful,Energetic,Exciting,Exuberant,Freewheeling,Fun,Joyous,Playful,Raucous,Rollicking,Rousing,Rowdy,Sexy,Swaggering","9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9","Pop/Rock,R&B","9,9","Cool & Cocky,Drinking,Hanging Out,Late Night,Partying,Road Trip,TGIF","9,9,9,9,9,9,9","Early R&B,Rock & Roll","9,9",,,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=HNA26vb3He6u1WxU0zrEcfKUU23ZQzDPVjJ3ONioHGo=&f=J,,,
MT0006545202,Q2,MT0006545202,Old,The Forsaken,Glitches Will Tell,1.0112267,29/06/2004,29/06/2004,272.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Lively,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,5","Electronic,International,Pop/Rock","5,5,5",,,"Black Metal,Club/Dance,Death Metal,Heavy Metal","5,5,5,5","MT0006545202,MT0035743934,MT0036182664,MT0046547500","MW0000205685,MW0000205685,MW0000205685,MW0000205685",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=X9FNlkuGUEBl-mvV6t4d1DqpU4hxl5saPDaNIVORh-E=&f=J,2004,,
MT0006552038,Q2,MT0006552038,Old,Cryptopsy,Keeping the Cadaver Dogs Busy,1.0110813,18/10/2005,18/10/2005,358.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Boisterous,Lively,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,5,5","Electronic,International,Pop/Rock","5,5,5",,,"Black Metal,Club/Dance,Contemporary Pop/Rock,Death Metal,Heavy Metal","5,5,5,5,5","MT0006552038,MT0014632737,MT0036197597,MT0042785382","MW0000385885,MW0000385885,MW0000385885,MW0000385885",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=G_h6aH9Wz4TUuQLZ5GZR5PKUU23ZQzDPVjJ3ONioHGo=&f=J,2005,,
MT0006553309,Q1,MT0006553309,Old,The Oak Ridge Boys,Juliet,1.0443033,1988-??-??,1986-??-??,213.0,"Bright,Cheerful,Fun,Happy,Innocent,Joyous,Rollicking,Romantic,Sparkling,Sugary","Amiable/Good-Natured,Bright,Cheerful,Earnest,Fun,Happy,Innocent,Joyous,Lively,Passionate,Rollicking,Romantic,Rousing,Sparkling,Sugary","5,5,6,6,6,7,7,7,8,8,8,9,9,9,9",Country,9,"Affection/Fondness,In Love,New Love,Romantic Evening","9,9,9,9",Country-Pop,9,"MT0006553309,MT0006645555,MT0008695205,MT0008782294,MT0012016362,MT0026707604,MT0046579897","MW0000194365,MW0000196720,MW0000200064,MW0000560758,MW0000650583,MW0000650583,MW0000650583",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=P3iyJOjSLLPyhUrrOUAwdP3pqi0RS20pHqZddGAWQOA=&f=J,1988,,
MT0006553914,Q2,MT0006553914,Old,The Futureheads,Fit But You Know It,1.0206945,15/06/2004,15/06/2004,0.0,"Cynical/Sarcastic,Druggy,Reckless,Trashy","Boisterous,Brash,Bravado,Celebratory,Confident,Confrontational,Cynical/Sarcastic,Druggy,Exuberant,Freewheeling,Irreverent,Lively,Reckless,Rowdy,Street-Smart,Swaggering,Tense/Anxious,Trashy","1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,8,8,8",Electronic,10,,,"2-Step/British Garage,Garage,Garage Rap/Grime","7,9,9","MT0006553914,MT0040638185","MW0000546321,MW0000546321",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=SDqYnludJqTqldjQWXw_Pc2KXJKuJLE7UG4BJXcyKZ4=&f=J,2004,,
MT0006555035,Q3,MT0006555035,Old,Lee Konitz,The Night Has a Thousand Eyes,1.0315933,1984-01-??,1984-01-??,294.0,"Cerebral,Complex,Detached,Restrained","Ambitious,Cerebral,Complex,Detached,Earnest,Earthy,Intimate,Passionate,Restrained,Sensual,Sophisticated,Warm","5,5,5,5,5,6,6,7,7,7,9,9","Jazz,Vocal","9,9","Freedom,Hanging Out,Late Night","9,9,9","Cool,Post-Bop,Standards","5,9,9",MT0006555035,MW0000649603,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=9IfS3AvqVB1_-xEjmFMUff3pqi0RS20pHqZddGAWQOA=&f=J,1984,,
MT0006559667,Q2,MT0006559667,Old,Force of Evil,Mindbreaker,1.0105028,27/01/2004,27/01/2004,236.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Boisterous,Lively,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,5,5","Electronic,International,Pop/Rock","5,5,5",,,"Club/Dance,Contemporary Pop/Rock,Heavy Metal,Progressive Metal","5,5,5,5","MT0006559667,MT0013875458,MT0043679848","MW0000326788,MW0000326788,MW0001000760",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=iSt6i_Mv0KrNkiygoZOGRqwfpsQHuOlGC4-o-yXc8Os=&f=J,2004,,
MT0006562479,Q3,MT0006562479,Old,Jeff Beal,The World Keeps Turning,1.0362347,13/02/2001,13/02/2001,254.0,"Atmospheric,Brooding,Cerebral,Sad,Sparse,Weary","Atmospheric,Brooding,Cerebral,Earthy,Intimate,Laid-Back/Mellow,Literate,Melancholy,Organic,Poignant,Reflective,Relaxed,Sad,Searching,Sentimental,Sparse,Warm,Weary,Wistful","7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","Folk,Pop/Rock","7,9","Drinking,Feeling Blue,Hanging Out,Introspection,Late Night,Reflection,Regret,Reminiscing,Solitude","8,8,8,8,8,8,8,8,8","Alternative/Indie Rock,Experimental Rock,Urban Folk","7,9,9",MT0006562479,MW0000624996,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=hVsMOd1Sp3QHKPlG29ZghIapJnH0KBK7tayJ1L1z1aM=&f=J,2001,,
MT0006570517,Q2,MT0006570517,Old,Das EFX,How We Do,1.0277165,23/09/2003,23/09/2003,240.0,"Hungry,Menacing,Outrageous","Aggressive,Boisterous,Confident,Confrontational,Freewheeling,Gritty,Gutsy,Hungry,Menacing,Outrageous,Playful,Rousing,Street-Smart,Swaggering,Witty","3,4,4,6,7,8,8,8,9,9,9,9,9,9,9",Rap,9,Hanging Out,9,"East Coast Rap,Golden Age,Hardcore Rap","6,7,9",MT0006570517,MW0000317378,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=f04D-Y66bsgBpJ3IZAIPL_QIxMnXLaW9NvEpt_rvU6E=&f=J,2003,,
MT0006573563,Q2,MT0006573563,Old,Scar Culture,Phased,1.011093,02/10/2001,02/10/2001,137.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Boisterous,Gloomy,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,5,5","Electronic,Pop/Rock","5,5",,,"Club/Dance,Death Metal,Heavy Metal","5,5,5","MT0006573563,MT0032908553,MT0035650501,MT0036185023,MT0043564626","MW0000591297,MW0000591297,MW0000591297,MW0000591297,MW0001151431",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=iRHwryWjbdu9GJpfaLY0aYapJnH0KBK7tayJ1L1z1aM=&f=J,2001,,
MT0006575669,Q4,MT0006575669,Old,Freddy Fender,Amor Perdido,1.0421257,12/02/2002,12/02/2002,213.0,"Agreeable,Carefree,Dreamy,Ironic,Optimistic,Relaxed","Agreeable,Carefree,Dreamy,Ironic,Optimistic,Relaxed,Sentimental","5,5,5,5,5,5,5","International,Latin","5,5",,,"Bolero,Western European Traditions","5,5","MT0006575669,MT0006581921","MW0000217974,MW0000217974",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=TagRHnkTon5EfL7HSGS_tv3pqi0RS20pHqZddGAWQOA=&f=J,2002,,
MT0006581362,Q2,MT0006581362,Old,Cryptopsy,The Curse of the Great,1.0105034,18/10/2005,18/10/2005,321.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Boisterous,Gloomy,Lively,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,5,5,5","Electronic,International,Pop/Rock","5,5,5",,,"Black Metal,Club/Dance,Contemporary Pop/Rock,Death Metal,Heavy Metal","5,5,5,5,5","MT0006581362,MT0032615663","MW0000385885,MW0000385885",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=G_h6aH9Wz4TUuQLZ5GZR5IapJnH0KBK7tayJ1L1z1aM=&f=J,2005,,
MT0006587635,Q2,MT0006587635,Old,The Forsaken,Traces of the Past,1.0112514,29/06/2004,29/06/2004,273.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Boisterous,Gloomy,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,5,5","Electronic,International,Pop/Rock","5,5,5",,,"Black Metal,Club/Dance,Death Metal,Heavy Metal","5,5,5,5","MT0006587635,MT0035743935,MT0036182665,MT0046547501","MW0000205685,MW0000205685,MW0000205685,MW0000205685",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=X9FNlkuGUEBl-mvV6t4d1M2KXJKuJLE7UG4BJXcyKZ4=&f=J,2004,,
MT0006587819,Q4,MT0006587819,Old,Luka Bloom,Before Sleep Comes,1.0283878,21/09/2004,21/09/2004,172.0,"Agreeable,Nostalgic,Positive","Agreeable,Calm/Peaceful,Dreamy,Intimate,Nostalgic,Positive,Sentimental","5,5,5,5,5,5,5","Folk,Pop/Rock","5,5",,,Singer/Songwriter,5,"MT0006587819,MT0046466820","MW0000148471,MW0000148471",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=kMXO6PYwI4bK2to9Ds7npqwfpsQHuOlGC4-o-yXc8Os=&f=J,2004,,
MT0006609765,Q4,MT0006609765,Old,Massive Attack,Three,1.0373273,1994-??-??,1994-??-??,229.0,"Atmospheric,Elaborate,Enigmatic,Hypnotic,Nocturnal,Sensual","Atmospheric,Dreamy,Elaborate,Enigmatic,Hypnotic,Intimate,Melancholy,Nocturnal,Relaxed,Sensual,Sentimental,Smooth,Sophisticated,Stylish,Wistful","7,7,7,7,8,8,8,8,8,8,8,8,8,8,8",Electronic,9,"Awareness,Introspection,Late Night,Night Driving,Reflection,Relationships,Reminiscing,The Creative Side,Wisdom","5,5,5,5,7,7,7,7,7","Club/Dance,Downtempo,Electronica,Trip-Hop","4,7,9,9","MT0001791718,MT0002100315,MT0002846070,MT0003246428,MT0004303854,MT0006609765,MT0007953342,MT0009357220,MT0012750364,MT0036732395,MT0036742954,MT0043280750,MT0043305410","MW0000092530,MW0000092530,MW0000092530,MW0000119284,MW0000119284,MW0000119284,MW0000119284,MW0000119284,MW0000119284,MW0000119284,MW0000761550,MW0000761550,MW0001472125",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=ikKJat1G-rT-P_YsxKt6kvQIxMnXLaW9NvEpt_rvU6E=&f=J,1994,,
MT0006610139,Q4,MT0006610139,Old,LeAnn Rimes,O Holy Night,1.0396155,12/10/2004,18/11/2003,221.0,"Innocent,Organic,Pastoral,Precious,Reverent,Soft/Quiet,Spiritual,Theatrical","Dramatic,Elegant,Gentle,Innocent,Intimate,Organic,Passionate,Pastoral,Precious,Refined,Reflective,Relaxed,Reverent,Smooth,Soft/Quiet,Sophisticated,Spiritual,Theatrical,Warm,Wistful","4,4,5,5,6,6,6,6,7,7,7,7,8,8,8,8,9,9,9,9","Country,Holiday,Pop/Rock","5,5,9","Affirmation,Christmas Party,Family Gatherings,Holidays,Reflection","9,9,9,9,9","Adult Contemporary,Christmas,Contemporary Country,Holidays","5,5,9,9","MT0001838184,MT0006610139,MT0007689978,MT0009650068,MT0013632992,MT0019100833,MT0036056687,MT0043505749","MW0000319482,MW0000546217,MW0000546217,MW0000581954,MW0000581954,MW0000759624,MW0000759624,MW0000759624",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=UUSQBeTc12rBTKfCFZoARawfpsQHuOlGC4-o-yXc8Os=&f=J,2004,,
MT0006612877,Q2,MT0006612877,Old,The Forsaken,Acid With Acid - Piece by Piece,1.0108199,29/06/2004,29/06/2004,290.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Boisterous,Gloomy,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,5,5","Electronic,International,Pop/Rock","5,5,5",,,"Black Metal,Club/Dance,Death Metal,Heavy Metal","5,5,5,5",MT0006612877,MW0000205685,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=X9FNlkuGUEBl-mvV6t4d1Ph0BJxFGWncDvRkmPV4knk=&f=J,2004,,
MT0006628590,Q1,MT0006628590,Old,Queen,"A Kind of ""A Kind of Magic""",1.0521499,03/06/1986,03/06/1986,217.0,"Lively,Pulsing,Strong,Thrilling","Lively,Pulsing,Strong,Thrilling","5,5,5,5","Electronic,Pop/Rock","5,5","Awareness,Fantasy,Hope,Wisdom","5,5,5,5","Adult Contemporary,Club/Dance,Contemporary Pop/Rock","5,5,5","MT0006628590,MT0015098490","MW0000195390,MW0000195390",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=vQvVgwjzzMCRQT77kFBjFs2KXJKuJLE7UG4BJXcyKZ4=&f=J,1986,,
MT0006633147,Q1,MT0006633147,Old,Julio Iglesias,Moonlight Lady,1.0587307,1984-??-??,1984-??-??,253.0,"Lively,Marching,Positive,Romantic","Lively,Marching,Positive,Romantic","5,5,5,5",Latin,7,"In Love,Passion,Relationships,Weather,Yearning","5,5,5,5,7",Latin Pop,7,"MT0000601017,MT0003808252,MT0004495186,MT0005908525,MT0006013763,MT0006633147,MT0007884018,MT0009997356,MT0015309934,MT0026697441,MT0033375540,MT0034503851,MT0038726680,MT0038765220,MT0039792276,MT0039855239,MT0042573685,MT0043375364,MT0043620247,MT0043633600,MT0044323914,MT0045839428,MT0046664172,MT0048896230","MW0000464596,MW0000464596,MW0000464596,MW0000473199,MW0000533369,MW0000601111,MW0000601112,MW0000650276,MW0000650276,MW0000650276,MW0000650276,MW0000650276,MW0000676188,MW0000676188,MW0000676188,MW0001454835,MW0002024246,MW0002041334,MW0002041334,MW0002052773,MW0002052773,MW0002234350,MW0002234350,MW0002376543",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=EDgo56ttVRWgA5Lu3Zo8u4apJnH0KBK7tayJ1L1z1aM=&f=J,1984,,
MT0006635536,Q3,MT0006635536,Old,Tom Waits,Shiny Things,1.0368519,21/11/2006,21/11/2006,140.0,"Atmospheric,Cerebral,Gloomy,Rustic,Weary","Atmospheric,Bittersweet,Cerebral,Gloomy,Intimate,Laid-Back/Mellow,Literate,Melancholy,Organic,Reflective,Relaxed,Rustic,Searching,Sentimental,Warm,Weary,Wistful","8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8","Folk,Pop/Rock","7,9","Drinking,Feeling Blue,Hanging Out,Introspection,Late Night,Reflection,Regret,Reminiscing,Solitude,The Creative Side","8,8,8,8,8,8,8,8,8,8","Alternative/Indie Rock,Experimental Rock,Urban Folk","7,9,9","MT0006635536,MT0015477249,MT0020378899,MT0039597134,MT0041130735,MT0043605693","MW0000564821,MW0000564821,MW0000564821,MW0000564821,MW0000564821,MW0000564821",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=ZLmyq-tJ7mA0ExTNnbMFGawfpsQHuOlGC4-o-yXc8Os=&f=J,2006,,
MT0006640142,Q2,MT0006640142,Old,Sizzla,Wrath,1.0351564,08/06/2004,25/05/2004,162.0,"Angry,Bitter,Confrontational,Fiery,Hypnotic,Rebellious,Reckless,Uncompromising,Volatile","Angry,Bitter,Brash,Bravado,Confrontational,Energetic,Fiery,Hypnotic,Intense,Rebellious,Reckless,Rousing,Street-Smart,Uncompromising,Volatile","5,5,5,5,5,6,6,7,7,7,7,7,7,8,8",Reggae,9,"Cool & Cocky,Empowering","6,7","Dancehall,Ragga","9,9","MT0006640142,MT0008137430,MT0029738016,MT0036761591,MT0040170120,MT0042840903,MT0048417885,MT0048432991","MW0000205969,MW0000205969,MW0000260367,MW0000260367,MW0000260367,MW0000474366,MW0000474366,MW0000474366",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=KJ7OonEukA5--sJYpfLj25jWf7KriH64XH0cLbjLrOY=&f=J,2004,,
MT0006640857,Q1,MT0006640857,Old,Stï¿½phane Grappelli,Runnin' Wild,1.0366364,19/05/1998,,174.0,"Exciting,Gutsy,Intense,Knotty,Volatile","Ambitious,Amiable/Good-Natured,Boisterous,Bright,Cheerful,Confident,Energetic,Exciting,Exuberant,Freewheeling,Gutsy,Intense,Knotty,Lively,Passionate,Playful,Rollicking,Rousing,Volatile","8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9",Jazz,9,"At the Beach,Celebration,Day Driving,Girls Night Out,Guys Night Out,Housework,Motivation,Partying,Road Trip,TGIF","8,8,8,8,8,8,8,8,8,8","Continental Jazz,Early Jazz,Swing","8,9,9","MT0006640857,MT0008314818,MT0011044358,MT0032018703,MT0039482736","MW0000057666,MW0000245432,MW0000427819,MW0001073139,MW0002033167",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=kNAdHFp6dgDto8dmbNoXoP3pqi0RS20pHqZddGAWQOA=&f=J,1998,,
MT0006641042,Q2,MT0006641042,Old,The Forsaken,First Weapon of Choice,1.011342,29/06/2004,09/09/2003,288.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Boisterous,Negative,Nervous/Jittery,Pulsing,Strong","5,5,5,5,5,5,5","Electronic,International,Pop/Rock","5,5,5",,,"Black Metal,Club/Dance,Death Metal,Heavy Metal","5,5,5,5","MT0000091708,MT0006641042,MT0035743940,MT0035974228,MT0036182670,MT0046547505","MW0000205685,MW0000205685,MW0000205685,MW0000205685,MW0000316497,MW0000316497",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=P9T6Yi53K8E1YBoTvcH50YapJnH0KBK7tayJ1L1z1aM=&f=J,2004,,
MT0006654122,Q3,MT0006654122,Old,Stone Sour,Cardiff,1.0376796,01/08/2006,01/08/2006,282.0,"Bleak,Brooding,Complex,Detached,Difficult,Hedonistic,Indulgent,Malevolent,Menacing,Self-Conscious,Somber,Urgent,Weary","Bleak,Brooding,Complex,Detached,Difficult,Hedonistic,Indulgent,Malevolent,Menacing,Self-Conscious,Somber,Urgent,Weary","2,3,4,5,6,6,6,7,8,9,9,9,9",Pop/Rock,7,"Loss/Grief,Regret","6,9","Alternative Metal,Art Rock,Heavy Metal,Nï¿½ Metal,Post-Grunge","5,5,7,7,7","MT0006654122,MT0015931981,MT0019102835,MT0019142037,MT0031371289,MT0043319788,MT0048584034,MT0048584715","MW0000573762,MW0000573762,MW0000573762,MW0000573762,MW0000573762,MW0000573762,MW0000573762,MW0000573762",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=moljpjEiT9NQyq2WqwQQXZjWf7KriH64XH0cLbjLrOY=&f=J,2006,,
MT0006659841,Q3,MT0006659841,Old,McCoy Tyner,The Seeker,1.0333543,1976-??-??,1976-??-??,458.0,"Cerebral,Clinical,Complex,Reserved","Atmospheric,Cerebral,Clinical,Complex,Dreamy,Elegant,Intimate,Nocturnal,Passionate,Reserved,Searching,Sophisticated","4,5,5,5,6,6,7,7,7,8,8,9",Jazz,9,"Affirmation,Empowering,Freedom,Hanging Out,Late Night,Rainy Day","7,7,7,7,7,7","Hard Bop,Mainstream Jazz,Modal Music,Post-Bop,Progressive Jazz","4,6,7,9,9","MT0006659841,MT0044895819","MW0000618237,MW0000618237",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=Zv3GTjfDd0kRgFqzOVHC082KXJKuJLE7UG4BJXcyKZ4=&f=J,1976,,
MT0006672286,Q3,MT0006672286,Old,Scrawl,Disappear Without a Trace,1.0254872,19/11/1993,19/11/1993,370.0,"Bleak,Gloomy,Sad,Somber,Sparse","Bleak,Brooding,Cathartic,Dramatic,Earnest,Fiery,Gloomy,Intense,Intimate,Melancholy,Reflective,Sad,Somber,Sparse","4,5,5,5,5,5,6,6,6,7,7,7,9,9",Pop/Rock,9,"Feeling Blue,Introspection,Rainy Day,Reflection,Solitude","9,9,9,9,9","Alternative Pop/Rock,Alternative/Indie Rock,Indie Rock","9,9,9","MT0002764011,MT0004778189,MT0006672286","MW0000110046,MW0000110046,MW0000110046",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=sHeWhRRJ5pkDZkVGxYhjMs2KXJKuJLE7UG4BJXcyKZ4=&f=J,1993,,
MT0006678796,Q4,MT0006678796,Old,George Shearing,I'm Lost,1.033061,1995-??-??,1995-??-??,238.0,"Delicate,Precious,Reserved,Restrained","Amiable/Good-Natured,Delicate,Elegant,Freewheeling,Gentle,Intimate,Laid-Back/Mellow,Light,Precious,Refined,Reflective,Relaxed,Reserved,Restrained,Romantic,Sentimental,Smooth,Soothing,Sophisticated,Stylish,Warm","5,5,5,5,5,6,6,6,6,7,7,7,7,8,8,9,9,9,9,9,9",Jazz,9,"Dinner Ambiance,Late Night,Reflection,Relaxation,Romantic Evening","9,9,9,9,9","Bop,Cool,Mainstream Jazz,Swing","4,4,4,9","MT0006607333,MT0006678796,MT0044861843","MW0000071121,MW0000071121,MW0000071121",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=59C0B-xhYUzs7JiaDU9CffQIxMnXLaW9NvEpt_rvU6E=&f=H,1995,,
MT0006683265,Q2,MT0006683265,Old,Melechesh,Secrets of Sumerian Sphynxology,1.0116028,27/01/2004,27/01/2004,335.0,"Negative,Nervous/Jittery","Aggressive,Belligerent,Gloomy,Lively,Negative,Nervous/Jittery,Strong","5,5,5,5,5,5,5","Electronic,Pop/Rock","5,5",,,"Black Metal,Club/Dance,Heavy Metal","5,5,5","MT0006683265,MT0035757769","MW0000695773,MW0000695773",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=wwDdn9vAJlG1NR1kWbduRGjIb8Tr8vVfGLIuM5x_WSg=&f=J,2004,,
MT0006683875,Q1,MT0006683875,Old,Bruce Springsteen,Mary's Place,1.4834836,30/07/2002,30/07/2002,363.0,"Bright,Cheerful,Exuberant,Joyous,Lively,Rousing,Warm","Bright,Cheerful,Exuberant,Joyous,Lively,Rousing,Warm","9,9,9,9,9,9,9",Pop/Rock,9,"Hanging Out,Partying,Summer,TGIF","9,9,9,9","Album Rock,Contemporary Pop/Rock,Heartland Rock","5,9,9","MT0000939252,MT0001779793,MT0002093480,MT0002473267,MT0006439220,MT0006683875,MT0007425926,MT0008467855,MT0018604078,MT0035318297,MT0042254133,MT0043637402,MT0043637410,MT0043638734,MT0043648276,MT0043648476,MT0052074145","MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000221725,MW0000322463,MW0000322463,MW0000322463,MW0000322463,MW0000322463,MW0000322463,MW0000993575",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=2ylMfcVx3ON_-tnJhH7Fa_QIxMnXLaW9NvEpt_rvU6E=&f=J,2002,,
MT0006695707,Q2,MT0006695707,Old,Avenged Sevenfold,Beast and the Harlot,1.0421342,07/06/2005,,340.0,"Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Confrontational,Harsh,Intense,Malevolent,Menacing,Ominous,Tense/Anxious,Urgent,Volatile","Aggressive,Angry,Angst-Ridden,Bitter,Bleak,Confrontational,Dramatic,Earnest,Harsh,Intense,Malevolent,Menacing,Ominous,Tense/Anxious,Urgent,Volatile","4,5,5,5,5,5,5,6,7,7,7,7,7,8,8,9",Pop/Rock,8,"Sex,Temptation","5,5","Alternative Metal,Alternative/Indie Rock,Emo,Heavy Metal,Post-Hardcore","1,2,2,7,8","MT0006695707,MT0009544133,MT0014621594,MT0014808928,MT0014816500,MT0015378261,MT0016479561,MT0032701377,MT0035857548,MT0048253120","MW0000208703,MW0000208703,MW0000346601,MW0000511313,MW0000751709,MW0001039193,MW0001039193,MW0001039193,MW0001525255,MW0001967677",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=Lun6OjGjgMYgG3KnsfAZVv3pqi0RS20pHqZddGAWQOA=&f=J,2005,,
MT0006696891,Q3,MT0006696891,Old,Masta Killa,Just the Thought,1.0276736,22/03/2005,22/03/2005,217.0,"Clinical,Complex,Menacing,Trippy","Aggressive,Brash,Cerebral,Clinical,Complex,Confrontational,Fiery,Freewheeling,Hypnotic,Intense,Laid-Back/Mellow,Menacing,Street-Smart,Trippy,Visceral,Volatile","6,7,7,7,7,7,7,7,8,8,8,8,9,9,9,9","Electronic,Rap","7,9",,,"Experimental Techno,Glitch,IDM,Techno,Underground Rap","7,7,7,8,9",MT0006696891,MW0000342848,1.0,http://rovimusic.rovicorp.com/playback.mp3?c=ivliFa9yVf9q5DMmSYk3UawfpsQHuOlGC4-o-yXc8Os=&f=J,2005,,
MT0006708402,Q3,MT0006708402,Old,The Grass Roots,Mr. Jones (Ballad of a Thin Man),1.0184655,1966-??-??,1966-??-??,175.0,"Cynical/Sarcastic,Snide","Confident,Cynical/Sarcastic,Earnest,Menacing,Rousing,Snide,Tense/Anxious,Volatile","5,5,5,5,7,8,8,8",Pop/Rock,9,Cool & Cocky,9,"Folk-Rock,Psychedelic/Garage","9,9","MT0004112887,MT0005568925,MT0006708402,MT0007399564,MT0013038630,MT0014207008,MT0026419556,MT0026969753,MT0027173679,MT0048571600","MW0000263199,MW0000263199,MW0000625974,MW0000625974,MW0000625974,MW0000625974,MW0000625974,MW0000625974,MW0000858814,MW0002613572",1.0,http://rovimusic.rovicorp.com/playback.mp3?c=JbYTzOpLFPppRUVFfynzRGjIb8Tr8vVfGLIuM5x_WSg=&f=I,1966,,
